Nome,Data,Hora,Endereço,Link
"MARIA PRETINHA",12/02/2024,13:00,"AVENIDA GENERAL OLIMPIO MOURAO FILHO, 592, Itapoã","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/maria-pretinha"
"TREM NA CABEÇA",12/02/2024,13:00,"AVENIDA BERNARDO MONTEIRO, 1586, Funcionários","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/trem-na-cabeca-15947"
"BLOCO DA CINARA",12/02/2024,13:00,"RUA MARMORE, 161, Santa Tereza","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-cinara"
"HÉLICE",12/02/2024,14:00,"PRACA GERALDO TORRES, 779, Padre Eustáquio","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/helice-16005"
"PIPICHO",12/02/2024,14:00,"RUA SAI, 322, Graça","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/pipicho"
"TIMBALEIROS DO GHETTO E MULHERES TIMBALEIRAS",12/02/2024,14:00,"RUA AARAO REIS, 534, Centro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/timbaleiros-do-ghetto-e-mulheres-timbaleiras"
"CORPO INDECENTE",12/02/2024,14:00,"AVENIDA JOAO PINHEIRO, 639, Boa Viagem","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/corpo-indecente"
"LEGIÃO OESTE CITY",12/02/2024,14:00,"RUA JOAQUIM NABUCO, 175, Nova Suissa","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/legiao-oeste-city"
"TROPA",12/02/2024,14:00,"RUA SANTA RITA DURAO, 1216, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/tropa"
"EU AMO MACACOS",12/02/2024,14:00,"RUA BRAZOPOLIS, 306, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/eu-amo-macacos"
"BLOCO LÁ VEM O NEGÃO",12/02/2024,14:00,"RUA DOS INCONFIDENTES, 855, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-la-vem-o-negao"
"BLOCO ME DEIXE",12/02/2024,14:00,"AVENIDA GETULIO VARGAS, 1517, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-me-deixe"
"BLOCO UAI SÔ!",12/02/2024,14:00,"AVENIDA GUARAPARI, 1289, Santa Amélia","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-uai-so"
"BELÔ AFRÔ",12/02/2024,14:00,"RUA FERNANDES TOURINHO, 503, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/belo-afro"
"BLOCO DO FRAJOLA",12/02/2024,14:30,"RUA MAURA, 324, União","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-frajola"
"BLOCO DA JUJU PAULINE",12/02/2024,14:30,"PRACA JORGE ALVES, 33, Guarani","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-juju-pauline"
"BLOCO AND ROLL",12/02/2024,15:00,"AVENIDA AUGUSTO DE LIMA, 1600, Barro Preto","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-and-roll"
"O LEÃO DA LAGOINHA",12/02/2024,15:00,"RUA ITAPECERICA, 962, Lagoinha","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/o-leao-da-lagoinha"
"BLOCO SOU VERMELHO",12/02/2024,15:00,"AVENIDA ALVARES CABRAL, 344, Lourdes","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-sou-vermelho"
"BLOCO RASTAXÉ",12/02/2024,15:00,"PRACA SANTA RITA, 131, Esplanada","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-rastaxe-15590"
"AXÉ RETRO DO MARAO",12/02/2024,15:30,"RUA PEDRO SIGAUD, 360, Grajaú","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/axe-retro-do-marao"
"ARRASTÃO ELETRÔNICO",12/02/2024,15:30,"AVENIDA DOS ANDRADAS, 841, Centro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/arrastao-eletronico"
"SALVEOVERDE",12/02/2024,15:30,"RUA MARTIM FRANCISCO ANDRADA, 138, Mineirão","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/salveoverde"
"NISSÃO FOLIA",12/02/2024,16:00,"RUA BERNARDO FERREIRA DA CRUZ, 25, Venda Nova","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/nissao-folia"
"CONEXÃO AFRICAN BEAT",12/02/2024,16:00,"PRACA DA LIBERDADE, 95, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/conexao-african-beat-15859"
"BLOCO DA HORNY",12/02/2024,16:00,"RUA SAPUCAI, 571, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-horny"
"BLOCO LOVE/PARANOIA",12/02/2024,16:00,"PRACA COMENDADOR NEGRAO DE LIMA, 60, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-love-paranoia"
"BLOCO CIRCULOU BH",12/02/2024,16:00,"AVENIDA DOS ENGENHEIROS, 670, Castelo","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-circulou-bh-16087"
"BLOCO CIRCULOU BH",13/02/2024,08:00,"AVENIDA DOS ENGENHEIROS, 826, Castelo","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-circulou-bh-16088"
"BLOCO KEBRAE",13/02/2024,09:00,"RUA SERGIPE, 811, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-kebrae"
"BLOCO DO ODILARA",13/02/2024,09:00,"RUA MARMORE, 179, Santa Tereza","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-odilara"
"TRUCK DO DESEJO",13/02/2024,09:00,"AVENIDA BRASIL, 1200, Funcionários","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/truck-do-desejo"
"BLOCO MAGNÓLIA",13/02/2024,09:00,"AVENIDA AMERICO VESPUCIO, 2025, Nova Esperança","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-magnolia"
"CHOCOLATES ARTE MANIA",13/02/2024,09:00,"RUA SAPUCAI, 571, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/chocolates-arte-mania"
"BORA PRO NOBIS",13/02/2024,09:00,"AVENIDA DOS BANDEIRANTES, 1066, Comiteco","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bora-pro-nobis"
"BLOCO COCO DA GENTE",13/02/2024,09:00,"RUA AMETISTA, 178, Vila Dias","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-coco-da-gente"
"BLOCO FITA AMARELA",13/02/2024,09:00,"AVENIDA PETROLINA, 195, Sagrada Família","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-fita-amarela"
"BLOCO DO VÔ MANOEL DE ARUANDA",13/02/2024,10:00,"RUA EVARISTO DA VEIGA, 140, Senhor dos Passos","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-vo-manoel-de-aruanda-15584"
"BLOCO PUTZ GRILLA",13/02/2024,10:00,"AVENIDA GETULIO VARGAS, 1657, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-putz-grilla"
"BLOCO CHEGA O REI",13/02/2024,10:00,"RUA FREI CONCEICAO VELOSO, 213, João Pinheiro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-chega-o-rei"
"BLOCO FURIA LATINA (ANTIGO BLOCO DUROCK)",13/02/2024,10:00,"AVENIDA CRISTOVAO COLOMBO, 571, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-furia-latina-antigo-bloco-durock-16204"
"BATA.TERIA",13/02/2024,11:30,"RUA FERNAO DIAS, 1103, Alto Vera Cruz","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bata-teria"
"CARNA FLORA",13/02/2024,12:00,"RUA JOSE SOARES, 134, Floramar","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/carna-flora"
"BLOCO DU SÔ TCHÉ",13/02/2024,12:00,"RUA PADRE JOSE ALVES, 318, São Paulo","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-du-so-tche"
"TIOZOES DO PAGODE",13/02/2024,12:00,"RUA MATO GROSSO, 353, Barro Preto","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/tiozoes-do-pagode"
"ORDINÁÁÁRIOS E REBOBINA BH FM",13/02/2024,13:00,"AVENIDA AFONSO PENA, 867, Centro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/ordinaaarios-e-rebobina-bh-fm"
"QUEM NÃO AGUENTA BEBE LEITE - BLOCO DA BANDA GRATA DOSE",13/02/2024,13:00,"RUA SERGIPE, 811, Savassi","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/quem-nao-aguenta-bebe-leite-bloco-da-banda-grata-dose"
"MARIA BADERNA",13/02/2024,13:00,"RUA MARMORE, 273, Santa Tereza","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/maria-baderna"
"BLOCO ELIS IDEAL",13/02/2024,13:00,"RUA ELI SEABRA FILHO, 555, Buritis","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-elis-ideal"
"BLOCO BREGA CHIC",13/02/2024,13:30,"RUA FAISAO, 1071, Flávio Marques Lisboa","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-brega-chic"
"BLOCO ESPERANDO O METRÔ",13/02/2024,13:30,"RUA BARAO DE COROMANDEL, 683, Barreiro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-esperando-o-metro"
"null",13/02/2024,14:00,"AVENIDA JOAO PINHEIRO, 232, Lourdes","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-seba-abre-alas-pro-caboclinho"
"BLOCO DA GUITARRINHA",13/02/2024,14:00,"RUA ITAQUERA, 1166, Graça","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-guitarrinha"
"BARTUCADA",13/02/2024,14:00,"AVENIDA BRASIL, 1145, Funcionários","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bartucada"
"BLOCO DO JILO",13/02/2024,14:00,"RUA CONTAGEM, 762, Boa Vista","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-jilo-16167"
"SBC SAMBA, BOBAGEM E CERVEJA",13/02/2024,14:00,"RUA VILA RICA, 1315, Jardim Montanhês","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/sbc-samba-bobagem-e-cerveja"
"LAVÔ, TA NOVO!",13/02/2024,14:00,"RUA BRAZOPOLIS, 104, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/lavo-ta-novo"
"BLOCO ECLÉTICOS POP",13/02/2024,14:30,"AVENIDA HENFIL, 55, Santa Terezinha","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-ecleticos-pop"
"BLOCO ARRASTA BLOCO DE FAVELA",13/02/2024,14:30,"RUA BRAGANCA, 4, Coqueiros","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-arrasta-bloco-de-favela"
"BAQUE DE MINA",13/02/2024,14:30,"AVENIDA CARANDAI, 448, Santa Efigênia","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/baque-de-mina"
"MADE IN BRAZIL",13/02/2024,15:00,"RUA SAPUCAI, 105, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/made-in-brazil"
"BLOCO DO CARLÃO",13/02/2024,15:00,"RUA ALTEROSA, 12, Calafate","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-carlao"
"BLOCO DO PESCOÇÃO",13/02/2024,15:00,"AVENIDA ALVARES CABRAL, 414, Lourdes","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-pescocao"
"AXE DAS ANTIGAS",13/02/2024,15:00,"AVENIDA ANTONIO ABRAHAO CARAM, 960, São José","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/axe-das-antigas"
"ENCHE MEU COPO",13/02/2024,16:00,"PRACA SANTA RITA, 131, Esplanada","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/enche-meu-copo-15992"
"ALÔ CLARA",13/02/2024,16:00,"AVENIDA CLARA NUNES, 97, Renascença","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/alo-clara"
"MIENTRAS DURA",13/02/2024,16:00,"RUA SILVA ALVARENGA, 476, São Geraldo","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/mientras-dura"
"BLOCO DA EVA",13/02/2024,16:00,"RUA MATIAS BARBOSA, 19, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-eva"
"SAMBÔ SÃO SALVADOR",13/02/2024,16:00,"RUA PALESTINA, 830, São Salvador","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/sambo-sao-salvador"
"REBENTÃO",13/02/2024,17:00,"RUA SAMBEM, 20, Betânia","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/rebentao"
"BLOCO AFRO MAGIA NEGRA",14/02/2024,12:00,"RUA ITARARE, 96, Concórdia","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-afro-magia-negra"
"BLOCO I WANNA LOVE YOU",14/02/2024,14:00,"RUA CABROBO, 327, Sagrada Família","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-i-wanna-love-you"
"BABADAN BANDA DE RUA",14/02/2024,14:00,"RUA DIAMANTINA, 274, Colégio Batista","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/babadan-banda-de-rua-16261"
"KATOPÉ",14/02/2024,14:00,"RUA ARTUR DE SA, 84, União","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/katope-16061"
"BLOCO DA SAUDADE",14/02/2024,15:30,"RUA ARCOS, 707, Saudade","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-saudade"
"OS MENINOS DA MEIA-NOITE",14/02/2024,17:00,"PRACA SANTA RITA, 131, Esplanada","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/os-meninos-da-meia-noite-15581"
"COISAS DA RITA",16/02/2024,19:00,"AVENIDA BERNARDO MONTEIRO, 1567, Funcionários","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/coisas-da-rita"
"BLOCO SOL NA MÃO DA CASA FUNDAMENTAL",17/02/2024,08:00,"RUA CASTELO DE LISBOA, 306, Castelo","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-sol-na-mao-da-casa-fundamental"
"ZIRIGGYDUM STARDUST",17/02/2024,09:00,"RUA DAVID CAMPISTA, 42, Floresta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/ziriggydum-stardust"
"PRIMEIROS PASSOS",17/02/2024,09:00,"RUA CRISTINA, 158, Anchieta","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/primeiros-passos"
"BLOCO DO VAUDISNEY",17/02/2024,09:00,"RUA AUREO DRUMMOND, 296, Casa Branca","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-vaudisney"
"BLOCO DA MENINADA DO CLIC",17/02/2024,09:30,"RUA TUPACIGUARA, 108, São Pedro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-meninada-do-clic"
"BLOCO UNIDUS DO GOLO",17/02/2024,12:30,"RUA FORMOSA, 293, Santa Tereza","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-unidus-do-golo"
"ESTIVALOUCOS",17/02/2024,13:00,"RUA JOAO FERREIRA DA SILVA, 245, Maria Helena","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/estivaloucos"
"MINEIRASYSTEM",17/02/2024,13:00,"RUA BELEM, 1076, Pompéia","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/mineirasystem"
"BLOCO DO ZECA PET",17/02/2024,13:00,"PRACA PADRE DINO BARBIERO, 10, São Luíz","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-zeca-pet"
"DOMILINDRÓ",17/02/2024,13:00,"RUA AARAO REIS, 510, Centro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/domilindro"
"BITUCA BEATS & ZULU NATION",17/02/2024,14:00,"RUA VIOLETA DE MELO, 47, Jardim São José","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bituca-beats-and-zulu-nation"
"BLOCO GANDAHIA",17/02/2024,14:00,"AVENIDA AGGEO PIO SOBRINHO, 416, Buritis","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-gandahia"
"BLOCO TRANSBORDA",17/02/2024,14:00,"RUA MONTE VERDE, 364, São Salvador","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-transborda"
"BLOCO MALUKOFONIA - OS SONS DAS PERIFERIAS",17/02/2024,14:00,"AVENIDA BRASIL, 1145, Funcionários","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-malukofonia-os-sons-das-periferias"
"MEU TIO É TIA",17/02/2024,14:00,"AVENIDA PADRE JOSE NASCIMENTO, 225, Bairro das Indústrias I","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/meu-tio-e-tia"
"ABALACHITA",17/02/2024,14:00,"RUA CONCEICAO DO MATO DENTRO, 67, Colégio Batista","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/abalachita"
"KATOPÉ",17/02/2024,14:00,"RUA ARTUR DE SA, 1183, União","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/katope-16068"
"CARNAFOLIA",17/02/2024,15:00,"AVENIDA CLARA NUNES, 92, Renascença","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/carnafolia"
"INIMIGOS DO FIM",17/02/2024,15:00,"RUA MARCO AURELIO DE MIRANDA, 400, Buritis","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/inimigos-do-fim"
"VAI QUEM QUER , VOLTA QUEM PUDER",17/02/2024,15:00,"AVENIDA AFONSO PENA, 1136, Centro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/vai-quem-quer-volta-quem-puder"
"BLOCO MÁFIA AZUL",17/02/2024,15:00,"RUA DOS GUAJAJARAS, 1707, Barro Preto","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-mafia-azul"
"BLOCO RASTA",17/02/2024,16:00,"RUA WASHINGTON LUIZ, 1128, Vila Aeroporto","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-rasta-16288"
"FESTIVAL INTERNACIONAL DE CARNAVAL",17/02/2024,16:00,"RUA BRAGANCA, 4, Coqueiros","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/festival-internacional-de-carnaval"
"CERCADINHO ÁGUAS, HISTÓRIA DE BH,PATRIMÔNIIO BIOFERA",18/02/2024,09:00,"RUA DESEMBARGADOR AMILCAR DE CASTRO, 601, Estoril","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/cercadinho-aguas-historia-de-bh-patrimoniio-biofera"
"BLOCO DOS SUPER AMIGOS",18/02/2024,09:00,"RUA ARAGUARI, 1577, Santo Agostinho","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-dos-super-amigos"
"BLOCO LUA DE CRIXTAL",18/02/2024,09:00,"RUA AARAO REIS, 570, Centro","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-lua-de-crixtal"
"RITALULU",18/02/2024,10:00,"PRACA CAPELA NOVA, 122, Minas Brasil","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/ritalulu"
"MORABLOCO",18/02/2024,11:00,"AVENIDA FLEMING, 1200, Ouro Preto","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/morabloco-16315"
"BLOCO DA ANNINHA",18/02/2024,12:00,"AVENIDA DOS ENGENHEIROS, 564, Castelo","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-da-anninha"
"UNIDOS COM MIRAGO",18/02/2024,12:00,"RUA CAPIM BRANCO, 395, Vista Alegre","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/unidos-com-mirago-16301"
"SARAVÁ DO KIZOMBA",18/02/2024,12:00,"RUA SAO TIAGO, 197, Paraíso","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/sarava-do-kizomba"
"FILHAS DE CLARA",18/02/2024,13:30,"AVENIDA CLARA NUNES, 88, Renascença","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/filhas-de-clara"
"BLOCO CET",18/02/2024,14:00,"RUA ANTAO GONCALVES, 260, Taquaril","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-cet-16186"
"BLOCO SANTA FOLIA",18/02/2024,15:00,"RUA JOSE CLETO, 733, Santa Cruz","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-santa-folia"
"BLOCO SEM MANICÔMIOS E SEM PRISÕES",18/02/2024,15:00,"RUA ESTRELA DO SUL, 39, Santa Tereza","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-sem-manicomios-e-sem-prisoes"
"BLOCO SWING SAFADO",18/02/2024,16:00,"RUA DO MERCADO, 118, São Bento","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-swing-safado-16214"
"BLOCO RASTA",18/02/2024,16:00,"RUA CECILIA PINTO, 16, Vila Aeroporto","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-rasta-16292"
"BLOCO DO CLAUDINHO",18/02/2024,16:00,"RUA ALBERTO CINTRA, 24, União","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-claudinho"
"BLOCO DO MADRUGA",18/02/2024,16:00,"ESTRADA DO CERCADINHO, 2637, Ventosa","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/bloco-do-madruga"
"CORRENTE DO BEM",18/02/2024,17:00,"RUA ELISIO DE BRITO, 950, São Geraldo","https://portalbelohorizonte.com.br/carnaval/2024/programacao/bloco-de-rua/desfile/corrente-do-bem"